Date,Open,High,Low,Close,High_Last_7_Days,Low_Last_7_Days,Days_Since_High_Last_7_Days,Days_Since_Low_Last_7_Days,%_Diff_From_High_Last_7_Days,%_Diff_From_Low_Last_7_Days,High_Next_5_Days,Low_Next_5_Days,%_Diff_From_High_Next_5_Days,%_Diff_From_Low_Next_5_Days
2024-08-01,64082.93191447505,65377.53659961595,63435.62957190459,64730.2342570455,66405.45107443343,64666.3291991292,1.0,5.0,-2.522709793071334,0.0988227702233048,64582.76091881443,63834.80063494772,0.22834783792606636,1.4027358324787407
2024-08-01,63936.93330962629,65228.58852800258,63291.10570043814,64582.76091881443,66342.2801844527,64582.76091881443,2.0,7.0,-2.6521838874790657,0.0,64567.41120186603,63721.93355153429,0.0237731646083909,1.3509121887896793
2024-08-01,63921.73708984737,65213.08531388469,63276.06297782871,64567.41120186603,66342.2801844527,64567.41120186603,1.0,7.0,-2.6753210436119557,0.0,64274.35192934924,63721.93355153429,0.4559505677146625,1.3268235962236954
2024-08-01,63519.09234113609,64802.30632782571,62877.48534779128,64160.6993344809,64765.96382310313,64160.6993344809,3.0,7.0,-0.9345410040919022,0.0,64420.62118366604,63721.93355153429,-0.4034761609083007,0.6885631971474397
2024-08-01,63456.73778126515,64738.69207987658,62815.76063195945,64097.71493057087,64765.96382310313,64097.71493057087,2.0,7.0,-1.0317902383996922,0.0,64420.62118366604,63721.93355153429,-0.5012467237385733,0.5897206159519237
2024-08-01,63196.45262859824,64473.1486412972,62558.10462224876,63834.80063494772,64765.96382310313,63834.80063494772,1.0,7.0,-1.437735398640426,0.0,64481.80674403229,63721.93355153429,-1.0033932697527117,0.17712438578492293
2024-08-01,63084.71421601895,64359.15288704963,62447.4948805036,63721.93355153429,64730.2342570455,63721.93355153429,1.0,7.0,-1.557696673099036,0.0,64481.80674403229,64274.35192934924,-1.1784303679864356,-0.8594693858946635
2024-08-01,63631.60841005574,64917.09544864273,62988.86489076225,64274.35192934924,64582.76091881443,63721.93355153429,1.0,6.0,-0.47754073235252126,0.8669203004773726,64481.80674403229,64378.21817930043,-0.3217261195961278,-0.16133756554415002
2024-08-01,63776.41497182938,65064.8273955027,63132.20875999273,64420.62118366604,64567.41120186603,63721.93355153429,1.0,5.0,-0.22734381860388364,1.0964633261900194,64775.5764047226,64378.21817930043,-0.5479769393926707,0.06586545195692173
2024-08-01,63745.50051229335,65033.28840143059,63101.60656772473,64389.39445686197,64420.62118366604,63721.93355153429,6.0,4.0,-0.04847318487513195,1.0474586506196952,64863.73424314339,64378.21817930043,-0.7312865838148457,0.01736033999949386
2024-08-01,63836.98867659197,65126.62481147262,63192.17060915165,64481.80674403229,64481.80674403229,63721.93355153429,7.0,3.0,0.0,1.1924829491927837,64863.73424314339,64378.21817930043,-0.5888151577573939,0.16090623142653473
2024-08-01,63734.43599750743,65022.00036109344,63090.65381571442,64378.21817930043,64481.80674403229,63721.93355153429,6.0,2.0,-0.16064773920351044,1.0299195130910077,64863.73424314339,63653.73204764945,-0.7485169787218795,1.1381675643285885
2024-08-01,63810.74270736665,65099.84862064679,63166.18975072658,64455.29566400672,64481.80674403229,63721.93355153429,5.0,1.0,-0.04111404652603835,1.1508786246721991,64863.73424314339,63039.61321929871,-0.6296871185455195,2.2457029356814253
2024-08-01,64127.82064067537,65423.33216876983,63480.06487662814,64775.5764047226,64775.5764047226,64274.35192934924,7.0,1.0,0.0,0.7798203487517119,64863.73424314339,62632.71592029672,-0.13591236990817543,3.4213117744291512
2024-08-01,64215.09690071195,65512.37158557482,63566.45955828052,64863.73424314339,64863.73424314339,64378.21817930043,7.0,4.0,0.0,0.7541620094093788,64502.95844934308,62632.71592029672,0.5593166615507178,3.5620654318834792
2024-08-01,63857.92886484965,65147.98803383651,63212.89928035622,64502.95844934308,64863.73424314339,64378.21817930043,6.0,3.0,-0.5562057103402881,0.1937616069075387,63653.73204764945,62632.71592029672,1.3341345029980705,2.9860473102049983
2024-08-01,63017.19472717295,64290.26936812595,62380.65740669646,63653.73204764945,64863.73424314339,63653.73204764945,5.0,7.0,-1.8654525670048832,0.0,63470.00809338543,62632.71592029672,0.28946578042608323,1.6301642238411325
2024-08-01,62409.21708710572,63670.0093514917,61778.82095491274,63039.61321929871,64863.73424314339,63039.61321929871,4.0,7.0,-2.8122355968697623,0.0,64739.04900637115,62632.71592029672,-2.6250552227067594,0.6496561629544971
2024-08-01,62006.38876109375,63259.04307949969,61380.06160189078,62632.71592029672,64863.73424314339,62632.71592029672,3.0,7.0,-3.4395465337898066,0.0,65192.92208936958,63009.64215986377,-3.9271228946651684,-0.5982040631348664
2024-08-01,62379.54573826513,63639.73858146241,61749.44931666649,63009.64215986377,64863.73424314339,62632.71592029672,2.0,6.0,-2.8584417855584956,0.6018040795910917,65192.92208936958,63114.79693802718,-3.348952400864728,-0.16660875621079252
2024-08-02,62483.6489686469,63745.94490740745,61852.50099926663,63114.79693802718,64863.73424314339,62632.71592029672,1.0,5.0,-2.696325343465848,0.769695215426921,65357.52960767435,63470.00809338543,-3.4314832324749016,-0.5596519774120989
2024-08-02,62835.30801245158,64104.70817431929,62200.60793151773,63470.00809338543,64502.95844934308,62632.71592029672,1.0,4.0,-1.6013999679857596,1.3368287815495763,65357.52960767435,64651.80906742255,-2.887993970425833,-1.8279472625501805
2024-08-02,64091.65851630743,65386.43949643486,63444.26802624372,64739.04900637115,64739.04900637115,62632.71592029672,7.0,3.0,0.0,3.3629917769410467,65357.52960767435,64591.13842610765,-0.946303517002235,0.22899515919309088
2024-08-02,64540.99286847589,65844.85131026327,63889.06364758219,65192.92208936958,65192.92208936958,62632.71592029672,7.0,2.0,0.0,4.087649930957568,65357.52960767435,64296.1110028918,-0.2518570075901962,1.3948138891906687
2024-08-02,64462.82846481811,65765.10782774373,63811.6887833553,65113.96814628092,65192.92208936958,62632.71592029672,6.0,1.0,-0.12110815186414164,3.961591301807368,65357.52960767435,64296.1110028918,-0.372660140087105,1.272016504003384
2024-08-02,64703.9543115976,66011.1049037511,64050.37901552086,65357.52960767435,65357.52960767435,63009.64215986377,7.0,1.0,0.0,3.7262351718387468,64651.80906742255,64261.64068615695,1.0915712188592104,1.705354718329611
2024-08-02,64005.29097674832,65298.32715809677,63358.7728860741,64651.80906742255,65357.52960767435,63114.79693802718,6.0,1.0,-1.0797846009297871,2.435264318293811,64591.13842610765,64023.16182936194,0.0939302864034634,0.9819059541859538
2024-08-02,63945.22704184658,65237.04981036873,63299.3156575855,64591.13842610765,65357.52960767435,63470.00809338543,5.0,1.0,-1.1726134481629855,1.766393870743903,64570.26276602138,64023.16182936194,0.0323301457854087,0.887142372411278
2024-08-02,63653.14989286289,64939.07211292072,63010.18878283397,64296.1110028918,65357.52960767435,64296.1110028918,4.0,7.0,-1.6240188562113536,0.0,64570.26276602138,64023.16182936194,-0.4245789801460205,0.42632879372208626
2024-08-02,63924.56013836116,65215.96539368159,63278.85751070095,64570.26276602138,65357.52960767435,64296.1110028918,3.0,6.0,-1.204554159832456,0.4263893396557824,64419.57412181336,64023.16182936194,0.2339174796826059,0.8545359539061828
2024-08-02,63619.02427929538,64904.25709301852,62976.40787243381,64261.64068615695,65357.52960767435,64261.64068615695,2.0,7.0,-1.6767600123440376,0.0,64419.57412181336,64023.16182936194,-0.2451637375897144,0.3724884088521214
2024-08-02,63382.93021106832,64663.39344765556,62742.6985927747,64023.16182936194,65357.52960767435,64023.16182936194,1.0,7.0,-2.041643535675689,0.0,64639.72053261087,64174.82045353116,-0.9538387514189087,-0.23632107280928966
2024-08-02,63642.41595396127,64928.12132676857,62999.56326755762,64285.26864036492,64651.80906742255,64023.16182936194,1.0,6.0,-0.5669453528754064,0.40939373113368327,64639.72053261087,64174.82045353116,-0.5483499763386582,0.17210517466696454
2024-08-02,63533.07224899585,64816.56865806647,62891.32404446053,64174.82045353116,64591.13842610765,64023.16182936194,1.0,5.0,-0.6445434818473766,0.23688087222781842,64639.72053261087,64343.20113102571,-0.7192173407450984,-0.2616914833809165
2024-08-02,63775.37838059522,65063.76986303149,63131.18263937709,64419.57412181336,64570.26276602138,64023.16182936194,2.0,4.0,-0.23337158275792313,0.6191701270673932,64639.72053261087,64343.20113102571,-0.34057450896069397,0.11869628716813818
2024-08-02,63699.76911971546,64986.63314233597,63056.3371084052,64343.20113102571,64570.26276602138,64023.16182936194,1.0,3.0,-0.3516504738697687,0.49988050030511544,64639.72053261087,63643.17870588697,-0.45872630503649026,1.099917445000259
2024-08-02,63993.32332728476,65286.11773793698,63346.92612195866,64639.72053261087,64639.72053261087,64023.16182936194,7.0,2.0,0.0,0.9630244518260653,64604.6161112339,63420.86511876671,0.054337326788726985,1.9218523928389075
2024-08-02,63958.56995012156,65250.66227234624,63312.52378900922,64604.6161112339,64639.72053261087,64023.16182936194,6.0,1.0,-0.054307817372529446,0.9081936368929853,64577.69967504684,63362.68610965119,0.041680698325439185,1.9600337009600728
2024-08-02,63931.92267829637,65223.47667179731,63286.1456815459,64577.69967504684,64639.72053261087,64174.82045353116,5.0,2.0,-0.0959485236832645,0.6277839480788311,64454.89987171481,63045.10495467909,0.1905205090325717,2.4309495899316502
2024-08-02,63810.35087299767,65099.44887043196,63165.80187428051,64454.89987171481,64639.72053261087,64174.82045353116,4.0,1.0,-0.2859242883063073,0.43643194667986407,63643.17870588697,62799.98379156461,1.2754252416885687,2.6352173682766
2024-08-02,63006.7469188281,64279.61049294585,62370.31513176923,63643.17870588697,64639.72053261087,63643.17870588697,3.0,7.0,-1.5416864715885379,0.0,63420.86511876671,62194.58031168041,0.3505369829060715,2.329139270571627
2024-08-02,62786.65646757904,64055.07376995438,62152.44781639137,63420.86511876671,64639.72053261087,63420.86511876671,2.0,7.0,-1.8856136811873112,0.0,63362.68610965119,62022.83893185861,0.09181903843981488,2.2540506222942196
2024-08-02,62729.05924855467,63996.3129707477,62095.43238745816,63362.68610965119,64639.72053261087,63362.68610965119,1.0,7.0,-1.9756187255101259,0.0,63045.10495467909,62022.83893185861,0.5037364204570708,2.1602480648533415
2024-08-02,62414.6539051323,63675.55600422588,61784.20285558551,63045.10495467909,64604.6161112339,63045.10495467909,1.0,7.0,-2.413931465624227,0.0,62799.98379156461,61613.95174407245,0.39032042417087554,2.322774582859507
2024-08-03,62171.98395364897,63427.98362948026,61543.98411573332,62799.98379156461,64577.69967504684,62799.98379156461,1.0,7.0,-2.7528324675973934,0.0,62194.58031168041,61432.84268372598,0.9734023074845102,2.225423809340986
