Date,Open,High,Low,Close,High_Last_7_Days,Low_Last_7_Days,Days_Since_High_Last_7_Days,Days_Since_Low_Last_7_Days,%_Diff_From_High_Last_7_Days,%_Diff_From_Low_Last_7_Days,High_Next_5_Days,Low_Next_5_Days,%_Diff_From_High_Next_5_Days,%_Diff_From_Low_Next_5_Days
2024-08-01,62409.22,63670.01,61778.82,63039.61,64863.73,63039.61,4,7,-2.8122,0.0,64739.05,62632.72,-2.6251,0.6497
2024-08-01,62006.39,63259.04,61380.06,62632.72,64863.73,62632.72,3,7,-3.4395,0.0,65192.92,63009.64,-3.9271,-0.5982
2024-08-01,62379.55,63639.74,61749.45,63009.64,64863.73,62632.72,2,6,-2.8584,0.6018,65192.92,63114.8,-3.349,-0.1666
2024-08-02,62483.65,63745.94,61852.5,63114.8,64863.73,62632.72,1,5,-2.6963,0.7697,65357.53,63470.01,-3.4315,-0.5597
2024-08-02,62835.31,64104.71,62200.61,63470.01,64502.96,62632.72,1,4,-1.6014,1.3368,65357.53,64651.81,-2.888,-1.8279
2024-08-02,64091.66,65386.44,63444.27,64739.05,64739.05,62632.72,7,3,0.0,3.363,65357.53,64591.14,-0.9463,0.229
2024-08-02,64540.99,65844.85,63889.06,65192.92,65192.92,62632.72,7,2,0.0,4.0876,65357.53,64296.11,-0.2519,1.3948
2024-08-02,64462.83,65765.11,63811.69,65113.97,65192.92,62632.72,6,1,-0.1211,3.9616,65357.53,64296.11,-0.3727,1.272
2024-08-02,64703.95,66011.1,64050.38,65357.53,65357.53,63009.64,7,1,0.0,3.7262,64651.81,64261.64,1.0916,1.7054
2024-08-02,64005.29,65298.33,63358.77,64651.81,65357.53,63114.8,6,1,-1.0798,2.4353,64591.14,64023.16,0.0939,0.9819
2024-08-02,63945.23,65237.05,63299.32,64591.14,65357.53,63470.01,5,1,-1.1726,1.7664,64570.26,64023.16,0.0323,0.8871
